,SHAPE,CLARITY,COLOUR,SIZE_RANGE_MIN,SIZE_RANGE_MAX,RAP,DATE
471,BR,I2,M,0.15,0.17,220, 8/5/2022
472,BR,I3,M,0.15,0.17,180, 8/5/2022
473,BR,IF,N,0.15,0.17,530, 8/5/2022
474,BR,VVS1,N,0.15,0.17,530, 8/5/2022
475,BR,VVS2,N,0.15,0.17,530, 8/5/2022
476,BR,VS1,N,0.15,0.17,470, 8/5/2022
477,BR,VS2,N,0.15,0.17,470, 8/5/2022
478,BR,SI1,N,0.15,0.17,410, 8/5/2022
479,BR,SI2,N,0.15,0.17,360, 8/5/2022
480,BR,SI3,N,0.15,0.17,310, 8/5/2022
481,BR,I1,N,0.15,0.17,260, 8/5/2022
482,BR,I2,N,0.15,0.17,220, 8/5/2022
483,BR,I3,N,0.15,0.17,180, 8/5/2022
484,BR,IF,D,0.18,0.22,1510, 8/5/2022
485,BR,VVS1,D,0.18,0.22,1510, 8/5/2022
486,BR,VVS2,D,0.18,0.22,1510, 8/5/2022
487,BR,VS1,D,0.18,0.22,1300, 8/5/2022
488,BR,VS2,D,0.18,0.22,1300, 8/5/2022
489,BR,SI1,D,0.18,0.22,1100, 8/5/2022
490,BR,SI2,D,0.18,0.22,950, 8/5/2022
491,BR,SI3,D,0.18,0.22,830, 8/5/2022
492,BR,I1,D,0.18,0.22,690, 8/5/2022
493,BR,I2,D,0.18,0.22,560, 8/5/2022
494,BR,I3,D,0.18,0.22,480, 8/5/2022
495,BR,IF,E,0.18,0.22,1510, 8/5/2022
496,BR,VVS1,E,0.18,0.22,1510, 8/5/2022
497,BR,VVS2,E,0.18,0.22,1510, 8/5/2022
498,BR,VS1,E,0.18,0.22,1300, 8/5/2022
499,BR,VS2,E,0.18,0.22,1300, 8/5/2022
500,BR,SI1,E,0.18,0.22,1100, 8/5/2022
501,BR,SI2,E,0.18,0.22,950, 8/5/2022
502,BR,SI3,E,0.18,0.22,830, 8/5/2022
503,BR,I1,E,0.18,0.22,690, 8/5/2022
504,BR,I2,E,0.18,0.22,560, 8/5/2022
505,BR,I3,E,0.18,0.22,480, 8/5/2022
506,BR,IF,F,0.18,0.22,1510, 8/5/2022
507,BR,VVS1,F,0.18,0.22,1510, 8/5/2022
508,BR,VVS2,F,0.18,0.22,1510, 8/5/2022
509,BR,VS1,F,0.18,0.22,1300, 8/5/2022
510,BR,VS2,F,0.18,0.22,1300, 8/5/2022
511,BR,SI1,F,0.18,0.22,1100, 8/5/2022
512,BR,SI2,F,0.18,0.22,950, 8/5/2022
513,BR,SI3,F,0.18,0.22,830, 8/5/2022
514,BR,I1,F,0.18,0.22,690, 8/5/2022
515,BR,I2,F,0.18,0.22,560, 8/5/2022
516,BR,I3,F,0.18,0.22,480, 8/5/2022
517,BR,IF,G,0.18,0.22,1350, 8/5/2022
518,BR,VVS1,G,0.18,0.22,1350, 8/5/2022
519,BR,VVS2,G,0.18,0.22,1350, 8/5/2022
520,BR,VS1,G,0.18,0.22,1170, 8/5/2022
521,BR,VS2,G,0.18,0.22,1170, 8/5/2022
522,BR,SI1,G,0.18,0.22,1000, 8/5/2022
523,BR,SI2,G,0.18,0.22,860, 8/5/2022
524,BR,SI3,G,0.18,0.22,740, 8/5/2022
525,BR,I1,G,0.18,0.22,630, 8/5/2022
526,BR,I2,G,0.18,0.22,510, 8/5/2022
527,BR,I3,G,0.18,0.22,430, 8/5/2022
528,BR,IF,H,0.18,0.22,1350, 8/5/2022
529,BR,VVS1,H,0.18,0.22,1350, 8/5/2022
530,BR,VVS2,H,0.18,0.22,1350, 8/5/2022
531,BR,VS1,H,0.18,0.22,1170, 8/5/2022
532,BR,VS2,H,0.18,0.22,1170, 8/5/2022
533,BR,SI1,H,0.18,0.22,1000, 8/5/2022
534,BR,SI2,H,0.18,0.22,860, 8/5/2022
535,BR,SI3,H,0.18,0.22,740, 8/5/2022
536,BR,I1,H,0.18,0.22,630, 8/5/2022
537,BR,I2,H,0.18,0.22,510, 8/5/2022
538,BR,I3,H,0.18,0.22,430, 8/5/2022
539,BR,IF,I,0.18,0.22,1160, 8/5/2022
540,BR,VVS1,I,0.18,0.22,1160, 8/5/2022
541,BR,VVS2,I,0.18,0.22,1160, 8/5/2022
542,BR,VS1,I,0.18,0.22,1010, 8/5/2022
543,BR,VS2,I,0.18,0.22,1010, 8/5/2022
544,BR,SI1,I,0.18,0.22,870, 8/5/2022
545,BR,SI2,I,0.18,0.22,760, 8/5/2022
546,BR,SI3,I,0.18,0.22,660, 8/5/2022
547,BR,I1,I,0.18,0.22,560, 8/5/2022
548,BR,I2,I,0.18,0.22,460, 8/5/2022
549,BR,I3,I,0.18,0.22,390, 8/5/2022
550,BR,IF,J,0.18,0.22,1160, 8/5/2022
551,BR,VVS1,J,0.18,0.22,1160, 8/5/2022
552,BR,VVS2,J,0.18,0.22,1160, 8/5/2022
553,BR,VS1,J,0.18,0.22,1010, 8/5/2022
554,BR,VS2,J,0.18,0.22,1010, 8/5/2022
555,BR,SI1,J,0.18,0.22,870, 8/5/2022
556,BR,SI2,J,0.18,0.22,760, 8/5/2022
557,BR,SI3,J,0.18,0.22,660, 8/5/2022
558,BR,I1,J,0.18,0.22,560, 8/5/2022
559,BR,I2,J,0.18,0.22,460, 8/5/2022
560,BR,I3,J,0.18,0.22,390, 8/5/2022
561,BR,IF,K,0.18,0.22,870, 8/5/2022
562,BR,VVS1,K,0.18,0.22,870, 8/5/2022
563,BR,VVS2,K,0.18,0.22,870, 8/5/2022
564,BR,VS1,K,0.18,0.22,750, 8/5/2022
565,BR,VS2,K,0.18,0.22,750, 8/5/2022
566,BR,SI1,K,0.18,0.22,650, 8/5/2022
567,BR,SI2,K,0.18,0.22,560, 8/5/2022
568,BR,SI3,K,0.18,0.22,480, 8/5/2022
569,BR,I1,K,0.18,0.22,400, 8/5/2022
570,BR,I2,K,0.18,0.22,340, 8/5/2022
571,BR,I3,K,0.18,0.22,280, 8/5/2022
572,BR,IF,L,0.18,0.22,870, 8/5/2022
573,BR,VVS1,L,0.18,0.22,870, 8/5/2022
574,BR,VVS2,L,0.18,0.22,870, 8/5/2022
575,BR,VS1,L,0.18,0.22,750, 8/5/2022
576,BR,VS2,L,0.18,0.22,750, 8/5/2022
577,BR,SI1,L,0.18,0.22,650, 8/5/2022
578,BR,SI2,L,0.18,0.22,560, 8/5/2022
579,BR,SI3,L,0.18,0.22,480, 8/5/2022
580,BR,I1,L,0.18,0.22,400, 8/5/2022
581,BR,I2,L,0.18,0.22,340, 8/5/2022
582,BR,I3,L,0.18,0.22,280, 8/5/2022
583,BR,IF,M,0.18,0.22,690, 8/5/2022
584,BR,VVS1,M,0.18,0.22,690, 8/5/2022
585,BR,VVS2,M,0.18,0.22,690, 8/5/2022
586,BR,VS1,M,0.18,0.22,590, 8/5/2022
587,BR,VS2,M,0.18,0.22,590, 8/5/2022
588,BR,SI1,M,0.18,0.22,510, 8/5/2022
589,BR,SI2,M,0.18,0.22,430, 8/5/2022
590,BR,SI3,M,0.18,0.22,360, 8/5/2022
591,BR,I1,M,0.18,0.22,290, 8/5/2022
592,BR,I2,M,0.18,0.22,240, 8/5/2022
593,BR,I3,M,0.18,0.22,200, 8/5/2022
594,BR,IF,N,0.18,0.22,690, 8/5/2022
595,BR,VVS1,N,0.18,0.22,690, 8/5/2022
596,BR,VVS2,N,0.18,0.22,690, 8/5/2022
597,BR,VS1,N,0.18,0.22,590, 8/5/2022
598,BR,VS2,N,0.18,0.22,590, 8/5/2022
599,BR,SI1,N,0.18,0.22,510, 8/5/2022
600,BR,SI2,N,0.18,0.22,430, 8/5/2022
601,BR,SI3,N,0.18,0.22,360, 8/5/2022
602,BR,I1,N,0.18,0.22,290, 8/5/2022
603,BR,I2,N,0.18,0.22,240, 8/5/2022
604,BR,I3,N,0.18,0.22,200, 8/5/2022
605,BR,IF,D,0.23,0.29,1830, 8/5/2022
606,BR,VVS1,D,0.23,0.29,1830, 8/5/2022
607,BR,VVS2,D,0.23,0.29,1830, 8/5/2022
608,BR,VS1,D,0.23,0.29,1590, 8/5/2022
609,BR,VS2,D,0.23,0.29,1590, 8/5/2022
610,BR,SI1,D,0.23,0.29,1290, 8/5/2022
611,BR,SI2,D,0.23,0.29,1080, 8/5/2022
612,BR,SI3,D,0.23,0.29,900, 8/5/2022
613,BR,I1,D,0.23,0.29,760, 8/5/2022
614,BR,I2,D,0.23,0.29,600, 8/5/2022
615,BR,I3,D,0.23,0.29,510, 8/5/2022
616,BR,IF,E,0.23,0.29,1830, 8/5/2022
617,BR,VVS1,E,0.23,0.29,1830, 8/5/2022
618,BR,VVS2,E,0.23,0.29,1830, 8/5/2022
619,BR,VS1,E,0.23,0.29,1590, 8/5/2022
620,BR,VS2,E,0.23,0.29,1590, 8/5/2022
621,BR,SI1,E,0.23,0.29,1290, 8/5/2022
622,BR,SI2,E,0.23,0.29,1080, 8/5/2022
623,BR,SI3,E,0.23,0.29,900, 8/5/2022
624,BR,I1,E,0.23,0.29,760, 8/5/2022
625,BR,I2,E,0.23,0.29,600, 8/5/2022
626,BR,I3,E,0.23,0.29,510, 8/5/2022
627,BR,IF,F,0.23,0.29,1830, 8/5/2022
628,BR,VVS1,F,0.23,0.29,1830, 8/5/2022
629,BR,VVS2,F,0.23,0.29,1830, 8/5/2022
630,BR,VS1,F,0.23,0.29,1590, 8/5/2022
631,BR,VS2,F,0.23,0.29,1590, 8/5/2022
632,BR,SI1,F,0.23,0.29,1290, 8/5/2022
633,BR,SI2,F,0.23,0.29,1080, 8/5/2022
634,BR,SI3,F,0.23,0.29,900, 8/5/2022
635,BR,I1,F,0.23,0.29,760, 8/5/2022
636,BR,I2,F,0.23,0.29,600, 8/5/2022
637,BR,I3,F,0.23,0.29,510, 8/5/2022
638,BR,IF,G,0.23,0.29,1610, 8/5/2022
639,BR,VVS1,G,0.23,0.29,1610, 8/5/2022
640,BR,VVS2,G,0.23,0.29,1610, 8/5/2022
641,BR,VS1,G,0.23,0.29,1390, 8/5/2022
642,BR,VS2,G,0.23,0.29,1390, 8/5/2022
643,BR,SI1,G,0.23,0.29,1140, 8/5/2022
644,BR,SI2,G,0.23,0.29,960, 8/5/2022
645,BR,SI3,G,0.23,0.29,820, 8/5/2022
646,BR,I1,G,0.23,0.29,690, 8/5/2022
647,BR,I2,G,0.23,0.29,550, 8/5/2022
648,BR,I3,G,0.23,0.29,460, 8/5/2022
649,BR,IF,H,0.23,0.29,1610, 8/5/2022
650,BR,VVS1,H,0.23,0.29,1610, 8/5/2022
651,BR,VVS2,H,0.23,0.29,1610, 8/5/2022
652,BR,VS1,H,0.23,0.29,1390, 8/5/2022
653,BR,VS2,H,0.23,0.29,1390, 8/5/2022
654,BR,SI1,H,0.23,0.29,1140, 8/5/2022
655,BR,SI2,H,0.23,0.29,960, 8/5/2022
656,BR,SI3,H,0.23,0.29,820, 8/5/2022
657,BR,I1,H,0.23,0.29,690, 8/5/2022
658,BR,I2,H,0.23,0.29,550, 8/5/2022
659,BR,I3,H,0.23,0.29,460, 8/5/2022
660,BR,IF,I,0.23,0.29,1330, 8/5/2022
661,BR,VVS1,I,0.23,0.29,1330, 8/5/2022
662,BR,VVS2,I,0.23,0.29,1330, 8/5/2022
663,BR,VS1,I,0.23,0.29,1160, 8/5/2022
664,BR,VS2,I,0.23,0.29,1160, 8/5/2022
665,BR,SI1,I,0.23,0.29,980, 8/5/2022
666,BR,SI2,I,0.23,0.29,840, 8/5/2022
667,BR,SI3,I,0.23,0.29,720, 8/5/2022
668,BR,I1,I,0.23,0.29,620, 8/5/2022
669,BR,I2,I,0.23,0.29,500, 8/5/2022
670,BR,I3,I,0.23,0.29,420, 8/5/2022
671,BR,IF,J,0.23,0.29,1330, 8/5/2022
672,BR,VVS1,J,0.23,0.29,1330, 8/5/2022
673,BR,VVS2,J,0.23,0.29,1330, 8/5/2022
674,BR,VS1,J,0.23,0.29,1160, 8/5/2022
675,BR,VS2,J,0.23,0.29,1160, 8/5/2022
676,BR,SI1,J,0.23,0.29,980, 8/5/2022
677,BR,SI2,J,0.23,0.29,840, 8/5/2022
678,BR,SI3,J,0.23,0.29,720, 8/5/2022
679,BR,I1,J,0.23,0.29,620, 8/5/2022
680,BR,I2,J,0.23,0.29,500, 8/5/2022
681,BR,I3,J,0.23,0.29,420, 8/5/2022
682,BR,IF,K,0.23,0.29,1050, 8/5/2022
683,BR,VVS1,K,0.23,0.29,1050, 8/5/2022
684,BR,VVS2,K,0.23,0.29,1050, 8/5/2022
685,BR,VS1,K,0.23,0.29,910, 8/5/2022
686,BR,VS2,K,0.23,0.29,910, 8/5/2022
687,BR,SI1,K,0.23,0.29,780, 8/5/2022
688,BR,SI2,K,0.23,0.29,670, 8/5/2022
689,BR,SI3,K,0.23,0.29,570, 8/5/2022
690,BR,I1,K,0.23,0.29,460, 8/5/2022
691,BR,I2,K,0.23,0.29,370, 8/5/2022
692,BR,I3,K,0.23,0.29,300, 8/5/2022
693,BR,IF,L,0.23,0.29,1050, 8/5/2022
694,BR,VVS1,L,0.23,0.29,1050, 8/5/2022
695,BR,VVS2,L,0.23,0.29,1050, 8/5/2022
696,BR,VS1,L,0.23,0.29,910, 8/5/2022
697,BR,VS2,L,0.23,0.29,910, 8/5/2022
698,BR,SI1,L,0.23,0.29,780, 8/5/2022
699,BR,SI2,L,0.23,0.29,670, 8/5/2022
700,BR,SI3,L,0.23,0.29,570, 8/5/2022
701,BR,I1,L,0.23,0.29,460, 8/5/2022
702,BR,I2,L,0.23,0.29,370, 8/5/2022
703,BR,I3,L,0.23,0.29,300, 8/5/2022
704,BR,IF,M,0.23,0.29,860, 8/5/2022
705,BR,VVS1,M,0.23,0.29,860, 8/5/2022
706,BR,VVS2,M,0.23,0.29,860, 8/5/2022
707,BR,VS1,M,0.23,0.29,740, 8/5/2022
708,BR,VS2,M,0.23,0.29,740, 8/5/2022
709,BR,SI1,M,0.23,0.29,620, 8/5/2022
710,BR,SI2,M,0.23,0.29,530, 8/5/2022
711,BR,SI3,M,0.23,0.29,460, 8/5/2022
712,BR,I1,M,0.23,0.29,360, 8/5/2022
713,BR,I2,M,0.23,0.29,280, 8/5/2022
714,BR,I3,M,0.23,0.29,220, 8/5/2022
715,BR,IF,N,0.23,0.29,860, 8/5/2022
716,BR,VVS1,N,0.23,0.29,860, 8/5/2022
717,BR,VVS2,N,0.23,0.29,860, 8/5/2022
718,BR,VS1,N,0.23,0.29,740, 8/5/2022
719,BR,VS2,N,0.23,0.29,740, 8/5/2022
720,BR,SI1,N,0.23,0.29,620, 8/5/2022
721,BR,SI2,N,0.23,0.29,530, 8/5/2022
722,BR,SI3,N,0.23,0.29,460, 8/5/2022
723,BR,I1,N,0.23,0.29,360, 8/5/2022
724,BR,I2,N,0.23,0.29,280, 8/5/2022
725,BR,I3,N,0.23,0.29,220, 8/5/2022
726,BR,IF,D,0.3,0.39,3900, 8/5/2022
727,BR,VVS1,D,0.3,0.39,3100, 8/5/2022
728,BR,VVS2,D,0.3,0.39,2800, 8/5/2022
729,BR,VS1,D,0.3,0.39,2600, 8/5/2022
730,BR,VS2,D,0.3,0.39,2300, 8/5/2022
731,BR,SI1,D,0.3,0.39,2100, 8/5/2022
732,BR,SI2,D,0.3,0.39,1800, 8/5/2022
733,BR,SI3,D,0.3,0.39,1700, 8/5/2022
734,BR,I1,D,0.3,0.39,1600, 8/5/2022
735,BR,I2,D,0.3,0.39,1100, 8/5/2022
736,BR,I3,D,0.3,0.39,700, 8/5/2022
737,BR,IF,E,0.3,0.39,3100, 8/5/2022
738,BR,VVS1,E,0.3,0.39,2900, 8/5/2022
739,BR,VVS2,E,0.3,0.39,2600, 8/5/2022
740,BR,VS1,E,0.3,0.39,2400, 8/5/2022
741,BR,VS2,E,0.3,0.39,2200, 8/5/2022
742,BR,SI1,E,0.3,0.39,2000, 8/5/2022
743,BR,SI2,E,0.3,0.39,1700, 8/5/2022
744,BR,SI3,E,0.3,0.39,1600, 8/5/2022
745,BR,I1,E,0.3,0.39,1500, 8/5/2022
746,BR,I2,E,0.3,0.39,1000, 8/5/2022
747,BR,I3,E,0.3,0.39,600, 8/5/2022
748,BR,IF,F,0.3,0.39,2900, 8/5/2022
749,BR,VVS1,F,0.3,0.39,2700, 8/5/2022
750,BR,VVS2,F,0.3,0.39,2500, 8/5/2022
751,BR,VS1,F,0.3,0.39,2300, 8/5/2022
752,BR,VS2,F,0.3,0.39,2100, 8/5/2022
753,BR,SI1,F,0.3,0.39,1900, 8/5/2022
754,BR,SI2,F,0.3,0.39,1600, 8/5/2022
755,BR,SI3,F,0.3,0.39,1500, 8/5/2022
756,BR,I1,F,0.3,0.39,1400, 8/5/2022
757,BR,I2,F,0.3,0.39,1000, 8/5/2022
758,BR,I3,F,0.3,0.39,600, 8/5/2022
759,BR,IF,G,0.3,0.39,2600, 8/5/2022
760,BR,VVS1,G,0.3,0.39,2500, 8/5/2022
761,BR,VVS2,G,0.3,0.39,2300, 8/5/2022
762,BR,VS1,G,0.3,0.39,2200, 8/5/2022
763,BR,VS2,G,0.3,0.39,2000, 8/5/2022
764,BR,SI1,G,0.3,0.39,1800, 8/5/2022
765,BR,SI2,G,0.3,0.39,1500, 8/5/2022
766,BR,SI3,G,0.3,0.39,1400, 8/5/2022
767,BR,I1,G,0.3,0.39,1300, 8/5/2022
768,BR,I2,G,0.3,0.39,900, 8/5/2022
769,BR,I3,G,0.3,0.39,500, 8/5/2022
770,BR,IF,H,0.3,0.39,2400, 8/5/2022
771,BR,VVS1,H,0.3,0.39,2300, 8/5/2022
772,BR,VVS2,H,0.3,0.39,2200, 8/5/2022
773,BR,VS1,H,0.3,0.39,2100, 8/5/2022
774,BR,VS2,H,0.3,0.39,1900, 8/5/2022
775,BR,SI1,H,0.3,0.39,1700, 8/5/2022
776,BR,SI2,H,0.3,0.39,1400, 8/5/2022
777,BR,SI3,H,0.3,0.39,1200, 8/5/2022
778,BR,I1,H,0.3,0.39,1100, 8/5/2022
779,BR,I2,H,0.3,0.39,800, 8/5/2022
780,BR,I3,H,0.3,0.39,500, 8/5/2022
781,BR,IF,I,0.3,0.39,2200, 8/5/2022
782,BR,VVS1,I,0.3,0.39,2100, 8/5/2022
783,BR,VVS2,I,0.3,0.39,2000, 8/5/2022
784,BR,VS1,I,0.3,0.39,1900, 8/5/2022
785,BR,VS2,I,0.3,0.39,1700, 8/5/2022
786,BR,SI1,I,0.3,0.39,1500, 8/5/2022
787,BR,SI2,I,0.3,0.39,1300, 8/5/2022
788,BR,SI3,I,0.3,0.39,1000, 8/5/2022
789,BR,I1,I,0.3,0.39,900, 8/5/2022
790,BR,I2,I,0.3,0.39,700, 8/5/2022
791,BR,I3,I,0.3,0.39,500, 8/5/2022
792,BR,IF,J,0.3,0.39,1900, 8/5/2022
793,BR,VVS1,J,0.3,0.39,1800, 8/5/2022
794,BR,VVS2,J,0.3,0.39,1700, 8/5/2022
795,BR,VS1,J,0.3,0.39,1600, 8/5/2022
796,BR,VS2,J,0.3,0.39,1500, 8/5/2022
797,BR,SI1,J,0.3,0.39,1300, 8/5/2022
798,BR,SI2,J,0.3,0.39,1100, 8/5/2022
799,BR,SI3,J,0.3,0.39,900, 8/5/2022
800,BR,I1,J,0.3,0.39,800, 8/5/2022
801,BR,I2,J,0.3,0.39,700, 8/5/2022
802,BR,I3,J,0.3,0.39,400, 8/5/2022
803,BR,IF,K,0.3,0.39,1700, 8/5/2022
804,BR,VVS1,K,0.3,0.39,1600, 8/5/2022
805,BR,VVS2,K,0.3,0.39,1500, 8/5/2022
806,BR,VS1,K,0.3,0.39,1400, 8/5/2022
807,BR,VS2,K,0.3,0.39,1300, 8/5/2022
808,BR,SI1,K,0.3,0.39,1100, 8/5/2022
809,BR,SI2,K,0.3,0.39,900, 8/5/2022
810,BR,SI3,K,0.3,0.39,800, 8/5/2022
811,BR,I1,K,0.3,0.39,700, 8/5/2022
812,BR,I2,K,0.3,0.39,600, 8/5/2022
813,BR,I3,K,0.3,0.39,400, 8/5/2022
814,BR,IF,L,0.3,0.39,1500, 8/5/2022
815,BR,VVS1,L,0.3,0.39,1400, 8/5/2022
816,BR,VVS2,L,0.3,0.39,1300, 8/5/2022
817,BR,VS1,L,0.3,0.39,1200, 8/5/2022
818,BR,VS2,L,0.3,0.39,1100, 8/5/2022
819,BR,SI1,L,0.3,0.39,900, 8/5/2022
820,BR,SI2,L,0.3,0.39,800, 8/5/2022
821,BR,SI3,L,0.3,0.39,700, 8/5/2022
822,BR,I1,L,0.3,0.39,600, 8/5/2022
823,BR,I2,L,0.3,0.39,500, 8/5/2022
824,BR,I3,L,0.3,0.39,300, 8/5/2022
825,BR,IF,M,0.3,0.39,1300, 8/5/2022
826,BR,VVS1,M,0.3,0.39,1200, 8/5/2022
827,BR,VVS2,M,0.3,0.39,1100, 8/5/2022
828,BR,VS1,M,0.3,0.39,1000, 8/5/2022
829,BR,VS2,M,0.3,0.39,900, 8/5/2022
830,BR,SI1,M,0.3,0.39,800, 8/5/2022
831,BR,SI2,M,0.3,0.39,700, 8/5/2022
832,BR,SI3,M,0.3,0.39,600, 8/5/2022
833,BR,I1,M,0.3,0.39,500, 8/5/2022
834,BR,I2,M,0.3,0.39,400, 8/5/2022
835,BR,I3,M,0.3,0.39,300, 8/5/2022
836,BR,IF,D,0.4,0.49,4600, 8/5/2022
837,BR,VVS1,D,0.4,0.49,3800, 8/5/2022
838,BR,VVS2,D,0.4,0.49,3500, 8/5/2022
839,BR,VS1,D,0.4,0.49,3200, 8/5/2022
840,BR,VS2,D,0.4,0.49,2900, 8/5/2022
841,BR,SI1,D,0.4,0.49,2500, 8/5/2022
842,BR,SI2,D,0.4,0.49,2200, 8/5/2022
843,BR,SI3,D,0.4,0.49,2000, 8/5/2022
844,BR,I1,D,0.4,0.49,1800, 8/5/2022
845,BR,I2,D,0.4,0.49,1200, 8/5/2022
846,BR,I3,D,0.4,0.49,800, 8/5/2022
847,BR,IF,E,0.4,0.49,3900, 8/5/2022
848,BR,VVS1,E,0.4,0.49,3600, 8/5/2022
849,BR,VVS2,E,0.4,0.49,3300, 8/5/2022
850,BR,VS1,E,0.4,0.49,3000, 8/5/2022
851,BR,VS2,E,0.4,0.49,2800, 8/5/2022
852,BR,SI1,E,0.4,0.49,2400, 8/5/2022
853,BR,SI2,E,0.4,0.49,2100, 8/5/2022
854,BR,SI3,E,0.4,0.49,1900, 8/5/2022
855,BR,I1,E,0.4,0.49,1700, 8/5/2022
856,BR,I2,E,0.4,0.49,1100, 8/5/2022
857,BR,I3,E,0.4,0.49,700, 8/5/2022
858,BR,IF,F,0.4,0.49,3600, 8/5/2022
859,BR,VVS1,F,0.4,0.49,3400, 8/5/2022
860,BR,VVS2,F,0.4,0.49,3100, 8/5/2022
861,BR,VS1,F,0.4,0.49,2900, 8/5/2022
862,BR,VS2,F,0.4,0.49,2700, 8/5/2022
863,BR,SI1,F,0.4,0.49,2300, 8/5/2022
864,BR,SI2,F,0.4,0.49,2000, 8/5/2022
865,BR,SI3,F,0.4,0.49,1800, 8/5/2022
866,BR,I1,F,0.4,0.49,1600, 8/5/2022
867,BR,I2,F,0.4,0.49,1100, 8/5/2022
868,BR,I3,F,0.4,0.49,700, 8/5/2022
869,BR,IF,G,0.4,0.49,3300, 8/5/2022
870,BR,VVS1,G,0.4,0.49,3100, 8/5/2022
871,BR,VVS2,G,0.4,0.49,2900, 8/5/2022
872,BR,VS1,G,0.4,0.49,2800, 8/5/2022
873,BR,VS2,G,0.4,0.49,2600, 8/5/2022
874,BR,SI1,G,0.4,0.49,2200, 8/5/2022
875,BR,SI2,G,0.4,0.49,1900, 8/5/2022
876,BR,SI3,G,0.4,0.49,1700, 8/5/2022
877,BR,I1,G,0.4,0.49,1500, 8/5/2022
878,BR,I2,G,0.4,0.49,1000, 8/5/2022
879,BR,I3,G,0.4,0.49,600, 8/5/2022
880,BR,IF,H,0.4,0.49,2900, 8/5/2022
881,BR,VVS1,H,0.4,0.49,2800, 8/5/2022
882,BR,VVS2,H,0.4,0.49,2700, 8/5/2022
883,BR,VS1,H,0.4,0.49,2600, 8/5/2022
884,BR,VS2,H,0.4,0.49,2400, 8/5/2022
885,BR,SI1,H,0.4,0.49,2100, 8/5/2022
886,BR,SI2,H,0.4,0.49,1800, 8/5/2022
887,BR,SI3,H,0.4,0.49,1600, 8/5/2022
888,BR,I1,H,0.4,0.49,1400, 8/5/2022
889,BR,I2,H,0.4,0.49,900, 8/5/2022
890,BR,I3,H,0.4,0.49,600, 8/5/2022
891,BR,IF,I,0.4,0.49,2600, 8/5/2022
892,BR,VVS1,I,0.4,0.49,2500, 8/5/2022
893,BR,VVS2,I,0.4,0.49,2400, 8/5/2022
894,BR,VS1,I,0.4,0.49,2300, 8/5/2022
895,BR,VS2,I,0.4,0.49,2200, 8/5/2022
896,BR,SI1,I,0.4,0.49,1900, 8/5/2022
897,BR,SI2,I,0.4,0.49,1600, 8/5/2022
898,BR,SI3,I,0.4,0.49,1400, 8/5/2022
899,BR,I1,I,0.4,0.49,1200, 8/5/2022
900,BR,I2,I,0.4,0.49,800, 8/5/2022
901,BR,I3,I,0.4,0.49,600, 8/5/2022
902,BR,IF,J,0.4,0.49,2300, 8/5/2022
903,BR,VVS1,J,0.4,0.49,2200, 8/5/2022
904,BR,VVS2,J,0.4,0.49,2100, 8/5/2022
905,BR,VS1,J,0.4,0.49,2000, 8/5/2022
906,BR,VS2,J,0.4,0.49,1900, 8/5/2022
907,BR,SI1,J,0.4,0.49,1600, 8/5/2022
908,BR,SI2,J,0.4,0.49,1400, 8/5/2022
909,BR,SI3,J,0.4,0.49,1200, 8/5/2022
910,BR,I1,J,0.4,0.49,1100, 8/5/2022
911,BR,I2,J,0.4,0.49,800, 8/5/2022
912,BR,I3,J,0.4,0.49,500, 8/5/2022
913,BR,IF,K,0.4,0.49,2000, 8/5/2022
914,BR,VVS1,K,0.4,0.49,1900, 8/5/2022
915,BR,VVS2,K,0.4,0.49,1800, 8/5/2022
916,BR,VS1,K,0.4,0.49,1700, 8/5/2022
917,BR,VS2,K,0.4,0.49,1600, 8/5/2022
918,BR,SI1,K,0.4,0.49,1400, 8/5/2022
919,BR,SI2,K,0.4,0.49,1200, 8/5/2022
920,BR,SI3,K,0.4,0.49,1000, 8/5/2022
921,BR,I1,K,0.4,0.49,900, 8/5/2022
922,BR,I2,K,0.4,0.49,700, 8/5/2022
923,BR,I3,K,0.4,0.49,500, 8/5/2022
924,BR,IF,L,0.4,0.49,1800, 8/5/2022
925,BR,VVS1,L,0.4,0.49,1700, 8/5/2022
926,BR,VVS2,L,0.4,0.49,1600, 8/5/2022
927,BR,VS1,L,0.4,0.49,1500, 8/5/2022
928,BR,VS2,L,0.4,0.49,1400, 8/5/2022
929,BR,SI1,L,0.4,0.49,1200, 8/5/2022
930,BR,SI2,L,0.4,0.49,1000, 8/5/2022
931,BR,SI3,L,0.4,0.49,900, 8/5/2022
932,BR,I1,L,0.4,0.49,800, 8/5/2022
933,BR,I2,L,0.4,0.49,600, 8/5/2022
934,BR,I3,L,0.4,0.49,400, 8/5/2022
935,BR,IF,M,0.4,0.49,1600, 8/5/2022
936,BR,VVS1,M,0.4,0.49,1500, 8/5/2022
937,BR,VVS2,M,0.4,0.49,1400, 8/5/2022
938,BR,VS1,M,0.4,0.49,1300, 8/5/2022
939,BR,VS2,M,0.4,0.49,1200, 8/5/2022
940,BR,SI1,M,0.4,0.49,1100, 8/5/2022
941,BR,SI2,M,0.4,0.49,900, 8/5/2022
942,BR,SI3,M,0.4,0.49,800, 8/5/2022
943,BR,I1,M,0.4,0.49,700, 8/5/2022
944,BR,I2,M,0.4,0.49,500, 8/5/2022
945,BR,I3,M,0.4,0.49,400, 8/5/2022
